Algo,TailleMat,RunId,TempsAlloc,TempsCalc
CPU1,6,6,0.000003,0.000002
CPU1,6,7,0.000002,0.000002
CPU1,6,8,0.000002,0.000002
CPU1,6,9,0.000002,0.000002
CPU1,6,10,0.000003,0.000001
CPU1,6,11,0.000002,0.000002
CPU1,6,12,0.000003,0.000001
CPU1,6,13,0.000003,0.000001
CPU1,6,14,0.000003,0.000001
CPU1,6,15,0.000003,0.000001
CPU1,6,16,0.000002,0.000002
CPU1,6,17,0.000002,0.000002
CPU1,6,18,0.000003,0.000001
CPU1,6,19,0.000002,0.000002
CPU1,6,20,0.000002,0.000002
CPU1,6,21,0.000002,0.000001
CPU1,6,22,0.000002,0.000002
CPU1,6,23,0.000003,0.000001
CPU1,6,24,0.000003,0.000001
CPU1,6,25,0.000002,0.000002
CPU1,6,26,0.000003,0.000001
CPU1,6,27,0.000003,0.000001
CPU1,6,28,0.000002,0.000002
CPU1,6,29,0.000003,0.000002
CPU1,6,30,0.000002,0.000002
CPU1,6,31,0.000002,0.000001
CPU1,6,32,0.000003,0.000001
CPU1,7,1,0.000003,0.000002
CPU1,7,2,0.000003,0.000002
CPU1,7,3,0.000003,0.000002
CPU1,7,4,0.000004,0.000002
CPU1,7,5,0.000003,0.000003
CPU1,7,6,0.000003,0.000002
CPU1,7,7,0.000003,0.000003
CPU1,7,8,0.000003,0.000002
CPU1,7,9,0.000003,0.000003
CPU1,7,10,0.000003,0.000003
CPU1,7,11,0.000003,0.000002
CPU1,7,12,0.000003,0.000002
CPU1,7,13,0.000003,0.000002
CPU1,7,14,0.000003,0.000002
CPU1,7,15,0.000003,0.000002
CPU1,7,16,0.000003,0.000002
CPU1,7,17,0.000003,0.000002
CPU1,7,18,0.000004,0.000015
CPU1,7,19,0.000003,0.000002
CPU1,7,20,0.000003,0.000002
CPU1,7,21,0.000003,0.000002
CPU1,7,22,0.000002,0.000002
CPU1,7,23,0.000002,0.000002
CPU1,7,24,0.000003,0.000002
CPU1,7,25,0.000003,0.000002
CPU1,7,26,0.000002,0.000002
CPU1,7,27,0.000003,0.000002
CPU1,7,28,0.000002,0.000002
CPU1,7,29,0.000003,0.000002
CPU1,7,30,0.000002,0.000002
CPU1,7,31,0.000003,0.000002
CPU1,7,32,0.000003,0.000002
CPU1,8,1,0.000003,0.000003
CPU1,8,2,0.000004,0.000002
CPU1,8,3,0.000003,0.000003
CPU1,8,4,0.000003,0.000003
CPU1,8,5,0.000003,0.000003
CPU1,8,6,0.000003,0.000003
CPU1,8,7,0.000004,0.000002
CPU1,8,8,0.000003,0.000002
CPU1,8,9,0.000003,0.000003
CPU1,8,10,0.000003,0.000003
CPU1,8,11,0.000003,0.000003
CPU1,8,12,0.000003,0.000003
CPU1,8,13,0.000003,0.000003
CPU1,8,14,0.000003,0.000003
CPU1,8,15,0.000004,0.000003
CPU1,8,16,0.000003,0.000003
CPU1,8,17,0.000003,0.000003
CPU1,8,18,0.000003,0.000002
CPU1,8,19,0.000003,0.000003
CPU1,8,20,0.000004,0.000002
CPU1,8,21,0.000003,0.000003
CPU1,8,22,0.000003,0.000003
CPU1,8,23,0.000003,0.000003
CPU1,8,24,0.000004,0.000003
CPU1,8,25,0.000003,0.000003
CPU1,8,26,0.000004,0.000002
CPU1,8,27,0.000003,0.000003
CPU1,8,28,0.000004,0.000002
CPU1,8,29,0.000003,0.000003
CPU1,8,30,0.000003,0.000003
CPU1,8,31,0.000003,0.000003
CPU1,8,32,0.000003,0.000003
CPU1,9,1,0.000004,0.000004
CPU1,9,2,0.000004,0.000004
CPU1,9,3,0.000003,0.000004
CPU1,9,4,0.000004,0.000004
CPU1,9,5,0.000003,0.000004
CPU1,9,6,0.000004,0.000004
CPU1,9,7,0.000004,0.000004
CPU1,9,8,0.000004,0.000004
CPU1,9,9,0.000003,0.000004
CPU1,9,10,0.000004,0.000004
CPU1,9,11,0.000004,0.000004
CPU1,9,12,0.000004,0.000003
CPU1,9,13,0.000003,0.000004
CPU1,9,14,0.000003,0.000003
CPU1,9,15,0.000004,0.000004
CPU1,9,16,0.000003,0.000003
CPU1,9,17,0.000004,0.000004
CPU1,9,18,0.000003,0.000004
CPU1,9,19,0.000004,0.000004
CPU1,9,20,0.000004,0.000004
CPU1,9,21,0.000003,0.000004
CPU1,9,22,0.000004,0.000003
CPU1,9,23,0.000004,0.000003
CPU1,9,24,0.000004,0.000004
CPU1,9,25,0.000004,0.000004
CPU1,9,26,0.000004,0.000004
CPU1,9,27,0.000004,0.000003
CPU1,9,28,0.000004,0.000004
CPU1,9,29,0.000004,0.000004
CPU1,9,30,0.000003,0.000004
CPU1,9,31,0.000004,0.000004
CPU1,9,32,0.000004,0.000004
CPU1,10,1,0.000004,0.000006
CPU1,10,2,0.000004,0.000005
CPU1,10,3,0.000005,0.000005
CPU1,10,4,0.000004,0.000005
CPU1,10,5,0.000004,0.000005
CPU1,10,6,0.000004,0.000005
CPU1,10,7,0.000005,0.000005
CPU1,10,8,0.000005,0.000005
CPU1,10,9,0.000004,0.000005
CPU1,10,10,0.000005,0.000005
CPU1,10,11,0.000004,0.000005
CPU1,10,12,0.000004,0.000005
CPU1,10,13,0.000004,0.000005
CPU1,10,14,0.000004,0.000005
CPU1,10,15,0.000004,0.000005
CPU1,10,16,0.000004,0.000005
CPU1,10,17,0.000004,0.000006
CPU1,10,18,0.000005,0.000005
CPU1,10,19,0.000004,0.000005
CPU1,10,20,0.000004,0.000005
CPU1,10,21,0.000004,0.000005
CPU1,10,22,0.000004,0.000005
CPU1,10,23,0.000004,0.000005
CPU1,10,24,0.000004,0.000005
CPU1,10,25,0.000004,0.000006
CPU1,10,26,0.000004,0.000005
CPU1,10,27,0.000004,0.000005
CPU1,10,28,0.000004,0.000005
CPU1,10,29,0.000004,0.000005
CPU1,10,30,0.000004,0.000005
CPU1,10,31,0.000004,0.000005
CPU1,10,32,0.000004,0.000005
CPU1,11,1,0.000005,0.000007
CPU1,11,2,0.000005,0.000006
CPU1,11,3,0.000005,0.000006
CPU1,11,4,0.000004,0.000007
CPU1,11,5,0.000005,0.000007
CPU1,11,6,0.000005,0.000007
CPU1,11,7,0.000005,0.000006
CPU1,11,8,0.000005,0.000006
CPU1,11,9,0.000005,0.000006
CPU1,11,10,0.000005,0.000007
CPU1,11,11,0.000005,0.000007
CPU1,11,12,0.000004,0.000007
CPU1,11,13,0.000004,0.000007
CPU1,11,14,0.000005,0.000006
CPU1,11,15,0.000005,0.000006
CPU1,11,16,0.000005,0.000006
CPU1,11,17,0.000005,0.000007
CPU1,11,18,0.000004,0.000006
CPU1,11,19,0.000008,0.000011
CPU1,11,20,0.000005,0.000006
CPU1,11,21,0.000005,0.000007
CPU1,11,22,0.000005,0.000006
CPU1,11,23,0.000004,0.000006
CPU1,11,24,0.000004,0.000006
CPU1,11,25,0.000005,0.000007
CPU1,11,26,0.000005,0.000006
CPU1,11,27,0.000005,0.000006
CPU1,11,28,0.000005,0.000007
CPU1,11,29,0.000008,0.000009
CPU1,11,30,0.000004,0.000007
CPU1,11,31,0.000005,0.000007
CPU1,11,32,0.000005,0.000006
CPU1,12,1,0.000006,0.000008
CPU1,12,2,0.000005,0.000009
CPU1,12,3,0.000006,0.000008
CPU1,12,4,0.000005,0.000008
CPU1,12,5,0.000006,0.000008
CPU1,12,6,0.000006,0.000008
CPU1,12,7,0.000006,0.000008
CPU1,12,8,0.000005,0.000008
CPU1,12,9,0.000005,0.000009
CPU1,12,10,0.000005,0.000009
CPU1,12,11,0.000006,0.000008
CPU1,12,12,0.000005,0.000008
CPU1,12,13,0.000006,0.000008
CPU1,12,14,0.000005,0.000009
CPU1,12,15,0.000005,0.000008
CPU1,12,16,0.000005,0.000008
CPU1,12,17,0.000005,0.000009
CPU1,12,18,0.000006,0.000008
CPU1,12,19,0.000005,0.000008
CPU1,12,20,0.000005,0.000008
CPU1,12,21,0.000005,0.000009
CPU1,12,22,0.000006,0.000008
CPU1,12,23,0.000005,0.000008
CPU1,12,24,0.000006,0.000008
CPU1,12,25,0.000005,0.000008
CPU1,12,26,0.000005,0.000008
CPU1,12,27,0.000005,0.000009
CPU1,12,28,0.000005,0.000009
CPU1,12,29,0.000006,0.000008
CPU1,12,30,0.000006,0.000008
CPU1,12,31,0.000005,0.000009
CPU1,12,32,0.000005,0.000008
CPU1,13,1,0.000006,0.000011
CPU1,13,2,0.000007,0.000010
CPU1,13,3,0.000007,0.000010
CPU1,13,4,0.000007,0.000010
CPU1,13,5,0.000007,0.000010
CPU1,13,6,0.000006,0.000010
CPU1,13,7,0.000007,0.000010
CPU1,13,8,0.000006,0.000010
CPU1,13,9,0.000006,0.000010
CPU1,13,10,0.000006,0.000010
CPU1,13,11,0.000006,0.000010
CPU1,13,12,0.000007,0.000010
CPU1,13,13,0.000006,0.000010
CPU1,13,14,0.000006,0.000011
CPU1,13,15,0.000007,0.000010
CPU1,13,16,0.000006,0.000010
CPU1,13,17,0.000006,0.000010
CPU1,13,18,0.000013,0.000021
CPU1,13,19,0.000012,0.000021
CPU1,13,20,0.000013,0.000021
CPU1,13,21,0.000006,0.000010
CPU1,13,22,0.000012,0.000020
CPU1,13,23,0.000007,0.000012
CPU1,13,24,0.000006,0.000011
CPU1,13,25,0.000012,0.000019
CPU1,13,26,0.000006,0.000012
CPU1,13,27,0.000011,0.000019
CPU1,13,28,0.000006,0.000010
CPU1,13,29,0.000006,0.000011
CPU1,13,30,0.000007,0.000013
CPU1,13,31,0.000006,0.000010
CPU1,13,32,0.000006,0.000010
CPU1,14,1,0.000008,0.000014
CPU1,14,2,0.000008,0.000014
CPU1,14,3,0.000010,0.000014
CPU1,14,4,0.000014,0.000022
CPU1,14,5,0.000008,0.000013
CPU1,14,6,0.000009,0.000013
CPU1,14,7,0.000009,0.000013
CPU1,14,8,0.000009,0.000013
CPU1,14,9,0.000008,0.000013
CPU1,14,10,0.000008,0.000013
CPU1,14,11,0.000009,0.000013
CPU1,14,12,0.000009,0.000012
CPU1,14,13,0.000008,0.000013
CPU1,14,14,0.000008,0.000013
CPU1,14,15,0.000008,0.000013
CPU1,14,16,0.000008,0.000013
CPU1,14,17,0.000013,0.000022
CPU1,14,18,0.000009,0.000013
CPU1,14,19,0.000009,0.000013
CPU1,14,20,0.000008,0.000012
CPU1,14,21,0.000008,0.000013
CPU1,14,22,0.000008,0.000013
CPU1,14,23,0.000009,0.000013
CPU1,14,24,0.000008,0.000012
CPU1,14,25,0.000008,0.000013
CPU1,14,26,0.000008,0.000013
CPU1,14,27,0.000008,0.000013
CPU1,14,28,0.000008,0.000012
CPU1,14,29,0.000009,0.000013
CPU1,14,30,0.000009,0.000012
CPU1,14,31,0.000009,0.000013
CPU1,14,32,0.000008,0.000013
CPU1,15,1,0.000008,0.000016
CPU1,15,2,0.000009,0.000016
CPU1,15,3,0.000009,0.000015
CPU1,15,4,0.000009,0.000015
CPU1,15,5,0.000008,0.000015
CPU1,15,6,0.000009,0.000016
CPU1,15,7,0.000009,0.000015
CPU1,15,8,0.000009,0.000015
CPU1,15,9,0.000009,0.000015
CPU1,15,10,0.000009,0.000016
CPU1,15,11,0.000009,0.000016
CPU1,15,12,0.000009,0.000015
CPU1,15,13,0.000009,0.000016
CPU1,15,14,0.000009,0.000016
CPU1,15,15,0.000009,0.000016
CPU1,15,16,0.000009,0.000016
CPU1,15,17,0.000009,0.000016
CPU1,15,18,0.000009,0.000015
CPU1,15,19,0.000009,0.000015
CPU1,15,20,0.000009,0.000016
CPU1,15,21,0.000009,0.000015
CPU1,15,22,0.000009,0.000015
CPU1,15,23,0.000008,0.000015
CPU1,15,24,0.000009,0.000015
CPU1,15,25,0.000009,0.000015
CPU1,15,26,0.000009,0.000016
CPU1,15,27,0.000009,0.000015
CPU1,15,28,0.000009,0.000015
CPU1,15,29,0.000009,0.000016
CPU1,15,30,0.000008,0.000017
CPU1,15,31,0.000008,0.000015
CPU1,15,32,0.000009,0.000015
CPU1,16,1,0.000009,0.000019
CPU1,16,2,0.000010,0.000019
CPU1,16,3,0.000009,0.000018
CPU1,16,4,0.000010,0.000018
CPU1,16,5,0.000010,0.000018
CPU1,16,6,0.000010,0.000018
CPU1,16,7,0.000009,0.000019
CPU1,16,8,0.000010,0.000018
CPU1,16,9,0.000009,0.000019
CPU1,16,10,0.000010,0.000018
CPU1,16,11,0.000010,0.000018
CPU1,16,12,0.000010,0.000019
CPU1,16,13,0.000009,0.000019
CPU1,16,14,0.000009,0.000019
CPU1,16,15,0.000009,0.000019
CPU1,16,16,0.000010,0.000018
CPU1,16,17,0.000010,0.000018
CPU1,16,18,0.000010,0.000018
CPU1,16,19,0.000019,0.000035
CPU1,16,20,0.000010,0.000018
CPU1,16,21,0.000019,0.000035
CPU1,16,22,0.000010,0.000018
CPU1,16,23,0.000010,0.000018
CPU1,16,24,0.000009,0.000019
CPU1,16,25,0.000017,0.000032
CPU1,16,26,0.000016,0.000029
CPU1,16,27,0.000016,0.000029
CPU1,16,28,0.000010,0.000019
CPU1,16,29,0.000016,0.000029
CPU1,16,30,0.000015,0.000028
CPU1,16,31,0.000010,0.000019
CPU1,16,32,0.000010,0.000018
CPU1,17,1,0.000016,0.000035
CPU1,17,2,0.000016,0.000033
CPU1,17,3,0.000016,0.000033
CPU1,17,4,0.000015,0.000032
CPU1,17,5,0.000015,0.000031
CPU1,17,6,0.000011,0.000022
CPU1,17,7,0.000011,0.000022
CPU1,17,8,0.000011,0.000022
CPU1,17,9,0.000011,0.000024
CPU1,17,10,0.000012,0.000022
CPU1,17,11,0.000010,0.000021
CPU1,17,12,0.000024,0.000052
CPU1,17,13,0.000023,0.000045
CPU1,17,14,0.000010,0.000022
CPU1,17,15,0.000015,0.000031
CPU1,17,16,0.000022,0.000045
CPU1,17,17,0.000011,0.000022
CPU1,17,18,0.000014,0.000029
CPU1,17,19,0.000011,0.000022
CPU1,17,20,0.000011,0.000022
CPU1,17,21,0.000014,0.000029
CPU1,17,22,0.000014,0.000031
CPU1,17,23,0.000014,0.000031
CPU1,17,24,0.000011,0.000022
CPU1,17,25,0.000013,0.000027
CPU1,17,26,0.000012,0.000023
CPU1,17,27,0.000011,0.000025
CPU1,17,28,0.000011,0.000023
CPU1,17,29,0.000010,0.000022
CPU1,17,30,0.000013,0.000027
CPU1,17,31,0.000011,0.000024
CPU1,17,32,0.000013,0.000026
CPU1,18,1,0.000012,0.000026
CPU1,18,2,0.000012,0.000031
CPU1,18,3,0.000014,0.000030
CPU1,18,4,0.000012,0.000027
CPU1,18,5,0.000013,0.000029
CPU1,18,6,0.000012,0.000025
CPU1,18,7,0.000013,0.000027
CPU1,18,8,0.000013,0.000030
CPU1,18,9,0.000012,0.000026
CPU1,18,10,0.000013,0.000029
CPU1,18,11,0.000012,0.000026
CPU1,18,12,0.000012,0.000032
CPU1,18,13,0.000012,0.000026
CPU1,18,14,0.000013,0.000033
CPU1,18,15,0.000011,0.000026
CPU1,18,16,0.000013,0.000027
CPU1,18,17,0.000012,0.000027
CPU1,18,18,0.000013,0.000033
CPU1,18,19,0.000012,0.000025
CPU1,18,20,0.000012,0.000027
CPU1,18,21,0.000012,0.000027
CPU1,18,22,0.000012,0.000031
CPU1,18,23,0.000012,0.000029
CPU1,18,24,0.000012,0.000031
CPU1,18,25,0.000012,0.000027
CPU1,18,26,0.000013,0.000032
CPU1,18,27,0.000012,0.000026
CPU1,18,28,0.000012,0.000027
CPU1,18,29,0.000012,0.000027
CPU1,18,30,0.000012,0.000026
CPU1,18,31,0.000012,0.000027
CPU1,18,32,0.000012,0.000026
CPU1,19,1,0.000013,0.000030
CPU1,19,2,0.000013,0.000030
CPU1,19,3,0.000013,0.000031
CPU1,19,4,0.000013,0.000030
CPU1,19,5,0.000012,0.000030
CPU1,19,6,0.000013,0.000030
CPU1,19,7,0.000012,0.000030
CPU1,19,8,0.000013,0.000030
CPU1,19,9,0.000013,0.000030
CPU1,19,10,0.000013,0.000030
CPU1,19,11,0.000013,0.000030
CPU1,19,12,0.000013,0.000051
CPU1,19,13,0.000013,0.000031
CPU1,19,14,0.000013,0.000030
CPU1,19,15,0.000013,0.000030
CPU1,19,16,0.000013,0.000030
CPU1,19,17,0.000013,0.000044
CPU1,19,18,0.000013,0.000030
CPU1,19,19,0.000013,0.000031
CPU1,19,20,0.000013,0.000030
CPU1,19,21,0.000013,0.000030
CPU1,19,22,0.000012,0.000030
CPU1,19,23,0.000013,0.000031
CPU1,19,24,0.000013,0.000030
CPU1,19,25,0.000012,0.000030
CPU1,19,26,0.000012,0.000031
CPU1,19,27,0.000013,0.000030
CPU1,19,28,0.000013,0.000030
CPU1,19,29,0.000013,0.000030
CPU1,19,30,0.000013,0.000030
CPU1,19,31,0.000013,0.000030
CPU1,19,32,0.000012,0.000030
CPU1,20,1,0.000014,0.000035
CPU1,20,2,0.000014,0.000035
CPU1,20,3,0.000014,0.000035
CPU1,20,4,0.000014,0.000035
CPU1,20,5,0.000014,0.000035
CPU1,20,6,0.000014,0.000055
CPU1,20,7,0.000013,0.000035
CPU1,20,8,0.000013,0.000035
CPU1,20,9,0.000014,0.000035
CPU1,20,10,0.000014,0.000035
CPU1,20,11,0.000013,0.000035
CPU1,20,12,0.000014,0.000035
CPU1,20,13,0.000014,0.000034
CPU1,20,14,0.000013,0.000035
CPU1,20,15,0.000014,0.000035
CPU1,20,16,0.000013,0.000038
CPU1,20,17,0.000014,0.000034
CPU1,20,18,0.000014,0.000035
CPU1,20,19,0.000014,0.000034
CPU1,20,20,0.000013,0.000037
CPU1,20,21,0.000014,0.000035
CPU1,20,22,0.000014,0.000035
CPU1,20,23,0.000013,0.000035
CPU1,20,24,0.000014,0.000035
CPU1,20,25,0.000014,0.000035
CPU1,20,26,0.000014,0.000035
CPU1,20,27,0.000014,0.000035
CPU1,20,28,0.000014,0.000035
CPU1,20,29,0.000013,0.000036
CPU1,20,30,0.000026,0.000035
CPU1,20,31,0.000014,0.000035
CPU1,20,32,0.000014,0.000035
CPU1,21,1,0.000014,0.000041
CPU1,21,2,0.000015,0.000040
CPU1,21,3,0.000015,0.000040
CPU1,21,4,0.000015,0.000040
CPU1,21,5,0.000015,0.000040
CPU1,21,6,0.000015,0.000040
CPU1,21,7,0.000014,0.000041
CPU1,21,8,0.000014,0.000041
CPU1,21,9,0.000021,0.000066
CPU1,21,10,0.000015,0.000040
CPU1,21,11,0.000031,0.000066
CPU1,21,12,0.000014,0.000040
CPU1,21,13,0.000015,0.000040
CPU1,21,14,0.000015,0.000040
CPU1,21,15,0.000022,0.000066
CPU1,21,16,0.000015,0.000041
CPU1,21,17,0.000015,0.000040
CPU1,21,18,0.000014,0.000040
CPU1,21,19,0.000015,0.000040
CPU1,21,20,0.000014,0.000039
CPU1,21,21,0.000015,0.000040
CPU1,21,22,0.000015,0.000040
CPU1,21,23,0.000014,0.000041
CPU1,21,24,0.000015,0.000041
CPU1,21,25,0.000015,0.000040
CPU1,21,26,0.000022,0.000066
CPU1,21,27,0.000015,0.000040
CPU1,21,28,0.000021,0.000067
CPU1,21,29,0.000015,0.000041
CPU1,21,30,0.000015,0.000040
CPU1,21,31,0.000015,0.000040
CPU1,21,32,0.000015,0.000040
CPU1,22,1,0.000024,0.000075
CPU1,22,2,0.000016,0.000046
CPU1,22,3,0.000023,0.000085
CPU1,22,4,0.000015,0.000047
CPU1,22,5,0.000023,0.000076
CPU1,22,6,0.000016,0.000046
CPU1,22,7,0.000015,0.000046
CPU1,22,8,0.000016,0.000046
CPU1,22,9,0.000016,0.000046
CPU1,22,10,0.000016,0.000046
CPU1,22,11,0.000023,0.000077
CPU1,22,12,0.000016,0.000046
CPU1,22,13,0.000016,0.000046
CPU1,22,14,0.000016,0.000046
CPU1,22,15,0.000023,0.000076
CPU1,22,16,0.000016,0.000060
CPU1,22,17,0.000016,0.000046
CPU1,22,18,0.000016,0.000046
CPU1,22,19,0.000016,0.000046
CPU1,22,20,0.000016,0.000046
CPU1,22,21,0.000016,0.000046
CPU1,22,22,0.000016,0.000046
CPU1,22,23,0.000028,0.000080
CPU1,22,24,0.000016,0.000047
CPU1,22,25,0.000028,0.000080
CPU1,22,26,0.000016,0.000047
CPU1,22,27,0.000015,0.000047
CPU1,22,28,0.000016,0.000046
CPU1,22,29,0.000016,0.000046
CPU1,22,30,0.000027,0.000076
CPU1,22,31,0.000025,0.000095
CPU1,22,32,0.000026,0.000076
CPU1,23,1,0.000022,0.000067
CPU1,23,2,0.000025,0.000074
CPU1,23,3,0.000018,0.000053
CPU1,23,4,0.000032,0.000096
CPU1,23,5,0.000018,0.000052
CPU1,23,6,0.000028,0.000079
CPU1,23,7,0.000027,0.000079
CPU1,23,8,0.000020,0.000058
CPU1,23,9,0.000019,0.000054
CPU1,23,10,0.000030,0.000065
CPU1,23,11,0.000028,0.000082
CPU1,23,12,0.000026,0.000075
CPU1,23,13,0.000020,0.000057
CPU1,23,14,0.000024,0.000073
CPU1,23,15,0.000020,0.000057
CPU1,23,16,0.000018,0.000054
CPU1,23,17,0.000023,0.000069
CPU1,23,18,0.000024,0.000072
CPU1,23,19,0.000023,0.000069
CPU1,23,20,0.000019,0.000056
CPU1,23,21,0.000019,0.000054
CPU1,23,22,0.000019,0.000057
CPU1,23,23,0.000023,0.000069
CPU1,23,24,0.000023,0.000066
CPU1,23,25,0.000023,0.000066
CPU1,23,26,0.000022,0.000064
CPU1,23,27,0.000019,0.000058
CPU1,23,28,0.000019,0.000055
CPU1,23,29,0.000020,0.000063
