Algo,TailleMat,RunId,Temps
CPU1,700,18,1.709886
CPU1,700,19,2.116410
CPU1,700,20,1.713665
CPU1,700,21,1.717002
CPU1,700,22,1.879162
CPU1,700,23,1.684830
CPU1,700,24,1.790352
CPU1,700,25,1.774753
CPU1,700,26,1.896922
CPU1,700,27,1.807427
CPU1,700,28,1.747559
CPU1,700,29,1.709311
CPU1,700,30,1.718863
CPU1,700,31,1.809802
CPU1,700,32,1.725266
CPU1,710,1,1.784223
CPU1,710,2,1.781043
CPU1,710,3,1.807999
CPU1,710,4,1.837018
CPU1,710,5,1.862751
CPU1,710,6,1.855355
CPU1,710,7,1.770624
CPU1,710,8,1.788458
CPU1,710,9,1.784876
CPU1,710,10,1.981655
CPU1,710,11,2.193396
CPU1,710,12,1.923879
CPU1,710,13,1.778973
CPU1,710,14,1.960603
CPU1,710,15,1.783944
CPU1,710,16,1.964505
CPU1,710,17,2.230958
CPU1,710,18,1.766404
CPU1,710,19,1.788513
CPU1,710,20,1.937874
CPU1,710,21,1.891611
CPU1,710,22,1.877569
CPU1,710,23,1.777322
CPU1,710,24,1.932203
CPU1,710,25,1.779758
CPU1,710,26,1.777420
CPU1,710,27,1.765476
CPU1,710,28,1.867180
CPU1,710,29,1.679339
CPU1,710,30,1.814783
CPU1,710,31,1.776855
CPU1,710,32,1.790185
CPU1,720,1,1.764046
CPU1,720,2,1.760203
CPU1,720,3,1.890816
CPU1,720,4,1.699817
CPU1,720,5,1.755318
CPU1,720,6,1.790435
CPU1,720,7,1.914799
CPU1,720,8,1.763875
CPU1,720,9,1.955818
CPU1,720,10,1.953925
CPU1,720,11,1.799393
CPU1,720,12,1.751394
CPU1,720,13,1.700402
CPU1,720,14,1.756779
CPU1,720,15,1.755654
CPU1,720,16,2.199583
CPU1,720,17,1.751898
CPU1,720,18,2.304543
CPU1,720,19,1.769926
CPU1,720,20,1.764590
CPU1,720,21,1.751387
CPU1,720,22,1.762655
CPU1,720,23,2.107562
CPU1,720,24,1.938275
CPU1,720,25,1.832695
CPU1,720,26,1.751159
CPU1,720,27,1.756021
CPU1,720,28,1.688243
CPU1,720,29,1.764922
CPU1,720,30,1.751203
CPU1,720,31,1.820648
CPU1,720,32,2.441184
CPU1,730,1,2.153789
CPU1,730,2,1.973209
CPU1,730,3,1.940481
CPU1,730,4,1.989859
CPU1,730,5,1.809319
CPU1,730,6,1.957047
CPU1,730,7,1.949101
CPU1,730,8,1.956652
CPU1,730,9,3.226698
CPU1,730,10,2.489560
CPU1,730,11,1.995006
CPU1,730,12,1.942424
CPU1,730,13,1.946195
CPU1,730,14,3.296754
CPU1,730,15,2.100570
CPU1,730,16,2.054969
CPU1,730,17,2.013990
CPU1,730,18,2.054044
CPU1,730,19,2.184056
CPU1,730,20,1.970499
CPU1,730,21,1.978143
CPU1,730,22,1.977295
CPU1,730,23,1.957346
CPU1,730,24,1.940812
CPU1,730,25,1.976942
CPU1,730,26,1.783719
CPU1,730,27,2.169458
CPU1,730,28,1.961476
CPU1,730,29,2.059076
CPU1,730,30,1.940568
CPU1,730,31,1.944855
CPU1,730,32,1.951310
CPU1,740,1,2.171445
CPU1,740,2,3.567484
CPU1,740,3,2.376087
CPU1,740,4,2.326114
CPU1,740,5,2.337326
CPU1,740,6,2.092913
CPU1,740,7,2.204690
CPU1,740,8,2.279153
CPU1,740,9,1.941617
CPU1,740,10,2.076942
CPU1,740,11,2.082836
CPU1,740,12,2.026638
CPU1,740,13,2.065338
CPU1,740,14,2.070879
CPU1,740,15,2.105512
CPU1,740,16,2.142885
CPU1,740,17,2.315629
CPU1,740,18,2.096370
CPU1,740,19,1.865416
CPU1,740,20,2.238041
CPU1,740,21,2.053763
CPU1,740,22,2.505164
CPU1,740,23,2.153922
CPU1,740,24,2.080924
CPU1,740,25,2.404349
CPU1,740,26,2.240843
CPU1,740,27,2.360277
CPU1,740,28,2.028927
CPU1,740,29,2.226651
CPU1,740,30,2.075154
CPU1,740,31,2.083066
CPU1,740,32,2.068106
CPU1,750,1,2.183065
CPU1,750,2,2.199007
CPU1,750,3,2.647544
CPU1,750,4,2.188810
CPU1,750,5,2.123102
CPU1,750,6,2.189945
CPU1,750,7,3.176123
CPU1,750,8,2.203938
CPU1,750,9,2.217403
CPU1,750,10,1.950797
CPU1,750,11,2.452161
CPU1,750,12,2.328961
CPU1,750,13,2.447622
CPU1,750,14,2.211121
CPU1,750,15,2.273477
CPU1,750,16,2.496563
CPU1,750,17,2.269620
CPU1,750,18,1.942549
CPU1,750,19,1.937654
CPU1,750,20,2.234252
CPU1,750,21,1.927601
CPU1,750,22,2.191126
CPU1,750,23,2.480212
CPU1,750,24,2.467494
CPU1,750,25,2.177698
CPU1,750,26,2.284968
CPU1,750,27,2.170542
CPU1,750,28,2.096554
CPU1,750,29,2.274031
CPU1,750,30,2.234715
CPU1,750,31,2.140241
CPU1,750,32,2.528428
CPU1,760,1,2.427645
CPU1,760,2,2.269737
CPU1,760,3,2.371184
CPU1,760,4,2.230564
CPU1,760,5,2.393274
CPU1,760,6,2.599641
CPU1,760,7,2.135398
CPU1,760,8,2.550915
CPU1,760,9,2.274326
CPU1,760,10,2.260285
CPU1,760,11,2.617105
CPU1,760,12,2.364003
CPU1,760,13,2.283305
CPU1,760,14,2.403326
CPU1,760,15,2.263281
CPU1,760,16,2.341937
CPU1,760,17,2.542992
CPU1,760,18,2.292293
CPU1,760,19,2.832566
CPU1,760,20,2.403516
CPU1,760,21,2.341316
CPU1,760,22,2.269216
CPU1,760,23,2.286066
CPU1,760,24,2.256920
CPU1,760,25,2.267639
CPU1,760,26,2.263973
CPU1,760,27,2.217201
CPU1,760,28,2.448447
CPU1,760,29,1.897046
CPU1,760,30,2.285166
CPU1,760,31,2.023474
CPU1,760,32,2.252758
CPU1,770,1,2.250215
CPU1,770,2,2.677905
CPU1,770,3,2.685412
CPU1,770,4,2.552788
CPU1,770,5,2.479773
CPU1,770,6,2.081357
CPU1,770,7,2.456658
CPU1,770,8,2.600046
CPU1,770,9,2.438006
CPU1,770,10,2.597489
CPU1,770,11,2.440923
CPU1,770,12,2.139698
CPU1,770,13,2.509234
CPU1,770,14,2.588636
CPU1,770,15,2.473447
CPU1,770,16,2.540599
CPU1,770,17,2.450887
CPU1,770,18,2.437646
CPU1,770,19,2.430771
CPU1,770,20,2.646809
CPU1,770,21,2.095838
CPU1,770,22,2.119003
CPU1,770,23,2.475797
CPU1,770,24,2.382153
CPU1,770,25,2.443498
CPU1,770,26,2.474596
CPU1,770,27,2.614590
CPU1,770,28,3.259147
CPU1,770,29,2.769339
CPU1,770,30,2.433794
CPU1,770,31,2.877250
CPU1,770,32,2.143844
CPU1,780,1,2.602922
CPU1,780,2,2.587689
CPU1,780,3,2.619245
CPU1,780,4,2.952765
CPU1,780,5,2.831851
CPU1,780,6,2.604223
CPU1,780,7,3.270580
CPU1,780,8,2.773430
CPU1,780,9,2.566518
CPU1,780,10,2.592537
CPU1,780,11,2.711980
CPU1,780,12,2.548005
CPU1,780,13,2.934102
CPU1,780,14,2.825152
CPU1,780,15,2.705999
CPU1,780,16,2.909146
CPU1,780,17,2.689397
CPU1,780,18,2.616056
CPU1,780,19,2.177318
CPU1,780,20,2.590918
CPU1,780,21,2.317843
CPU1,780,22,2.607146
CPU1,780,23,2.752389
CPU1,780,24,2.806352
CPU1,780,25,3.710735
CPU1,780,26,2.951505
CPU1,780,27,3.653139
CPU1,780,28,2.609855
CPU1,780,29,2.608839
CPU1,780,30,2.446391
CPU1,780,31,2.216792
CPU1,780,32,2.751847
CPU1,790,1,2.806878
CPU1,790,2,2.535391
CPU1,790,3,2.526207
CPU1,790,4,2.743417
CPU1,790,5,2.742886
CPU1,790,6,2.750288
CPU1,790,7,2.542631
CPU1,790,8,4.118698
CPU1,790,9,2.907906
CPU1,790,10,2.835521
CPU1,790,11,3.866854
CPU1,790,12,2.719688
CPU1,790,13,2.878124
CPU1,790,14,2.757837
CPU1,790,15,2.250973
CPU1,790,16,2.262958
CPU1,790,17,2.247500
CPU1,790,18,2.824415
CPU1,790,19,2.741796
CPU1,790,20,2.823876
CPU1,790,21,3.051197
CPU1,790,22,2.846640
CPU1,790,23,3.082957
CPU1,790,24,2.877689
CPU1,790,25,2.873738
CPU1,790,26,2.742669
CPU1,790,27,2.766177
CPU1,790,28,2.750858
CPU1,790,29,2.743943
CPU1,790,30,2.263149
CPU1,790,31,2.833857
CPU1,790,32,2.541560
CPU1,800,1,2.970612
CPU1,800,2,2.837321
CPU1,800,3,2.892207
CPU1,800,4,3.177712
CPU1,800,5,2.770554
CPU1,800,6,2.786521
CPU1,800,7,2.243772
CPU1,800,8,2.238322
CPU1,800,9,3.441370
CPU1,800,10,3.203527
CPU1,800,11,2.251145
CPU1,800,12,2.800518
CPU1,800,13,2.252054
CPU1,800,14,2.792314
CPU1,800,15,2.969283
CPU1,800,16,2.792294
CPU1,800,17,3.054912
CPU1,800,18,2.905209
CPU1,800,19,3.296782
CPU1,800,20,2.669642
CPU1,800,21,2.809918
CPU1,800,22,2.293308
CPU1,800,23,2.268666
CPU1,800,24,2.788156
CPU1,800,25,3.082370
CPU1,800,26,3.038677
CPU1,800,27,2.615982
CPU1,800,28,2.823401
CPU1,800,29,2.842127
CPU1,800,30,3.963889
CPU1,800,31,2.275243
CPU1,800,32,3.162870
CPU1,810,1,3.250207
CPU1,810,2,3.114693
CPU1,810,3,3.048590
CPU1,810,4,2.264335
CPU1,810,5,3.008071
CPU1,810,6,3.057911
CPU1,810,7,3.101594
CPU1,810,8,3.221434
CPU1,810,9,3.064660
CPU1,810,10,3.068373
CPU1,810,11,2.408469
CPU1,810,12,3.203084
CPU1,810,13,2.408441
CPU1,810,14,2.426703
CPU1,810,15,3.472683
CPU1,810,16,3.068682
CPU1,810,17,3.508003
CPU1,810,18,3.147080
CPU1,810,19,3.047569
CPU1,810,20,2.495010
CPU1,810,21,2.951424
CPU1,810,22,3.067517
CPU1,810,23,3.364927
CPU1,810,24,2.430837
CPU1,810,25,3.132160
CPU1,810,26,3.201598
CPU1,810,27,3.211411
CPU1,810,28,2.292281
CPU1,810,29,3.187765
CPU1,810,30,3.661111
CPU1,810,31,2.413603
CPU1,810,32,3.157213
CPU1,820,1,3.784208
CPU1,820,2,3.200824
CPU1,820,3,2.367878
CPU1,820,4,3.904839
CPU1,820,5,2.534577
CPU1,820,6,3.225344
CPU1,820,7,3.179217
CPU1,820,8,3.257709
CPU1,820,9,3.461989
CPU1,820,10,3.532299
CPU1,820,11,2.518407
CPU1,820,12,3.255871
CPU1,820,13,3.282236
CPU1,820,14,2.512708
CPU1,820,15,3.290356
CPU1,820,16,2.884841
CPU1,820,17,3.185332
CPU1,820,18,3.426667
CPU1,820,19,2.615140
CPU1,820,20,3.410652
CPU1,820,21,2.498471
CPU1,820,22,3.196849
CPU1,820,23,2.532967
CPU1,820,24,3.159867
CPU1,820,25,3.227442
CPU1,820,26,3.344849
CPU1,820,27,3.202955
CPU1,820,28,3.333054
CPU1,820,29,3.258795
CPU1,820,30,3.021871
CPU1,820,31,3.227794
CPU1,820,32,3.376919
CPU1,830,1,3.324448
CPU1,830,2,3.317115
CPU1,830,3,3.318387
CPU1,830,4,3.609494
CPU1,830,5,2.882178
CPU1,830,6,3.301115
CPU1,830,7,2.636957
CPU1,830,8,3.007863
CPU1,830,9,3.317460
CPU1,830,10,2.610302
CPU1,830,11,2.608659
CPU1,830,12,3.341537
CPU1,830,13,3.310918
CPU1,830,14,3.511611
CPU1,830,15,3.403716
CPU1,830,16,3.550315
CPU1,830,17,3.498255
CPU1,830,18,2.605477
CPU1,830,19,3.366712
CPU1,830,20,2.726636
CPU1,830,21,3.341057
CPU1,830,22,3.317235
CPU1,830,23,3.296880
CPU1,830,24,3.798125
CPU1,830,25,3.514170
CPU1,830,26,3.623463
CPU1,830,27,3.727257
CPU1,830,28,2.610651
CPU1,830,29,3.312362
CPU1,830,30,3.824020
CPU1,830,31,3.401302
CPU1,830,32,2.886191
CPU1,840,1,3.516609
CPU1,840,2,4.650256
CPU1,840,3,3.486362
CPU1,840,4,3.604245
CPU1,840,5,2.748937
CPU1,840,6,3.375687
CPU1,840,7,3.375637
CPU1,840,8,2.754587
CPU1,840,9,3.748484
CPU1,840,10,2.729299
CPU1,840,11,4.430855
CPU1,840,12,2.895397
CPU1,840,13,3.387610
CPU1,840,14,4.258737
CPU1,840,15,3.887417
CPU1,840,16,3.467387
CPU1,840,17,3.888227
CPU1,840,18,3.382587
CPU1,840,19,3.404168
CPU1,840,20,3.661210
CPU1,840,21,3.824464
CPU1,840,22,2.595460
CPU1,840,23,2.673611
CPU1,840,24,3.414180
CPU1,840,25,2.905462
CPU1,840,26,2.588246
CPU1,840,27,2.591774
CPU1,840,28,2.588315
CPU1,840,29,2.616231
CPU1,840,30,3.381313
CPU1,840,31,3.520310
CPU1,840,32,3.426180
CPU1,850,1,3.583330
CPU1,850,2,4.238326
CPU1,850,3,3.164245
CPU1,850,4,4.021437
CPU1,850,5,3.606999
CPU1,850,6,2.998824
CPU1,850,7,2.786037
CPU1,850,8,3.604764
CPU1,850,9,3.813411
CPU1,850,10,2.800782
CPU1,850,11,3.443784
CPU1,850,12,2.805443
CPU1,850,13,3.694189
CPU1,850,14,4.016787
CPU1,850,15,3.618849
CPU1,850,16,3.949087
CPU1,850,17,3.709931
CPU1,850,18,3.754100
CPU1,850,19,3.677798
CPU1,850,20,3.795310
CPU1,850,21,3.940482
CPU1,850,22,3.641264
CPU1,850,23,3.863497
CPU1,850,24,4.214056
CPU1,850,25,3.590939
CPU1,850,26,3.087077
CPU1,850,27,3.529449
CPU1,850,28,3.641515
CPU1,850,29,3.590447
CPU1,850,30,2.794680
CPU1,850,31,2.786552
CPU1,850,32,3.582013
CPU1,860,1,3.727895
CPU1,860,2,3.821507
CPU1,860,3,3.736974
CPU1,860,4,2.989445
CPU1,860,5,3.908415
CPU1,860,6,3.850932
CPU1,860,7,3.908675
CPU1,860,8,3.800692
CPU1,860,9,3.798310
CPU1,860,10,3.925411
CPU1,860,11,3.097153
CPU1,860,12,3.120228
CPU1,860,13,3.742502
CPU1,860,14,2.902351
CPU1,860,15,2.918667
CPU1,860,16,3.740433
CPU1,860,17,2.895988
CPU1,860,18,4.224422
CPU1,860,19,3.186699
CPU1,860,20,2.902743
CPU1,860,21,3.738579
CPU1,860,22,3.735356
CPU1,860,23,3.708710
CPU1,860,24,2.892775
CPU1,860,25,2.867964
CPU1,860,26,3.095345
CPU1,860,27,2.925687
CPU1,860,28,3.778813
CPU1,860,29,3.971708
CPU1,860,30,3.744277
CPU1,860,31,3.973428
CPU1,860,32,3.910482
CPU1,870,1,3.045155
CPU1,870,2,3.011398
CPU1,870,3,2.995218
CPU1,870,4,3.988928
CPU1,870,5,4.130419
CPU1,870,6,3.828073
CPU1,870,7,3.888483
CPU1,870,8,3.883042
CPU1,870,9,3.003069
CPU1,870,10,3.005725
CPU1,870,11,3.868541
CPU1,870,12,3.175385
CPU1,870,13,2.955116
CPU1,870,14,2.991352
CPU1,870,15,3.867798
CPU1,870,16,3.310683
CPU1,870,17,3.032272
CPU1,870,18,2.986932
CPU1,870,19,3.005930
CPU1,870,20,3.815221
CPU1,870,21,3.874345
CPU1,870,22,2.979161
CPU1,870,23,3.039597
CPU1,870,24,3.913863
CPU1,870,25,4.181669
CPU1,870,26,4.030607
CPU1,870,27,4.207294
CPU1,870,28,3.855397
CPU1,870,29,3.092324
CPU1,870,30,5.458508
CPU1,870,31,3.062434
CPU1,870,32,2.984292
CPU1,880,1,3.841942
CPU1,880,2,3.645408
CPU1,880,3,3.923174
CPU1,880,4,3.936120
CPU1,880,5,2.921699
CPU1,880,6,2.752108
CPU1,880,7,2.930920
CPU1,880,8,3.916894
CPU1,880,9,3.931443
CPU1,880,10,3.938361
CPU1,880,11,4.565771
CPU1,880,12,3.939057
CPU1,880,13,4.089166
CPU1,880,14,2.982578
CPU1,880,15,3.122148
CPU1,880,16,3.527541
CPU1,880,17,2.903826
CPU1,880,18,3.095764
CPU1,880,19,4.998130
CPU1,880,20,4.036040
CPU1,880,21,3.928950
CPU1,880,22,3.928829
CPU1,880,23,2.989578
CPU1,880,24,3.068121
CPU1,880,25,3.079260
CPU1,880,26,3.064281
CPU1,880,27,3.158197
CPU1,880,28,4.177562
CPU1,880,29,3.315979
CPU1,880,30,3.050786
CPU1,880,31,2.907646
CPU1,880,32,2.907273
CPU1,890,1,3.207565
CPU1,890,2,3.212041
CPU1,890,3,3.185313
CPU1,890,4,4.393231
CPU1,890,5,4.188729
CPU1,890,6,4.208807
CPU1,890,7,4.973404
CPU1,890,8,4.270298
CPU1,890,9,3.375833
CPU1,890,10,4.182186
CPU1,890,11,4.279063
CPU1,890,12,3.183664
CPU1,890,13,3.207899
CPU1,890,14,3.194133
CPU1,890,15,3.426106
CPU1,890,16,4.640705
CPU1,890,17,3.207768
CPU1,890,18,4.626412
CPU1,890,19,3.305933
CPU1,890,20,4.246274
CPU1,890,21,4.838857
CPU1,890,22,3.653811
CPU1,890,23,3.211568
CPU1,890,24,3.251830
CPU1,890,25,4.164453
CPU1,890,26,3.210892
CPU1,890,27,3.185511
CPU1,890,28,4.804531
CPU1,890,29,4.526092
CPU1,890,30,3.214029
CPU1,890,31,3.695334
CPU1,890,32,4.572528
CPU1,900,1,3.332200
CPU1,900,2,3.495744
CPU1,900,3,3.341612
CPU1,900,4,3.329852
CPU1,900,5,3.923420
CPU1,900,6,3.646582
CPU1,900,7,5.741461
CPU1,900,8,4.340457
CPU1,900,9,4.352721
CPU1,900,10,4.298871
CPU1,900,11,3.453357
CPU1,900,12,3.307635
CPU1,900,13,4.355183
CPU1,900,14,3.325591
CPU1,900,15,3.415206
CPU1,900,16,4.372720
CPU1,900,17,3.753742
CPU1,900,18,5.041216
CPU1,900,19,4.542004
CPU1,900,20,4.350128
CPU1,900,21,3.193703
CPU1,900,22,3.279621
CPU1,900,23,3.718159
CPU1,900,24,4.335507
CPU1,900,25,3.336884
CPU1,900,26,3.715384
CPU1,900,27,3.318802
CPU1,900,28,3.801228
CPU1,900,29,5.420813
CPU1,900,30,4.744665
CPU1,900,31,3.302982
CPU1,900,32,3.335249
CPU1,910,1,4.113823
CPU1,910,2,3.919763
CPU1,910,3,4.842489
CPU1,910,4,4.792755
CPU1,910,5,4.555716
CPU1,910,6,5.232544
CPU1,910,7,4.004885
CPU1,910,8,4.154375
CPU1,910,9,4.012583
CPU1,910,10,4.697486
CPU1,910,11,3.954880
CPU1,910,12,3.874936
CPU1,910,13,4.249652
CPU1,910,14,4.065495
CPU1,910,15,4.487547
CPU1,910,16,4.288804
CPU1,910,17,4.560484
CPU1,910,18,4.296458
CPU1,910,19,4.665613
CPU1,910,20,3.909345
CPU1,910,21,4.896949
CPU1,910,22,4.507758
CPU1,910,23,3.912623
CPU1,910,24,4.521564
CPU1,910,25,6.082587
CPU1,910,26,4.010208
CPU1,910,27,4.549455
CPU1,910,28,4.871471
CPU1,910,29,4.129310
CPU1,910,30,4.077401
CPU1,910,31,4.243439
CPU1,910,32,4.890906
CPU1,920,1,3.452770
CPU1,920,2,3.416771
CPU1,920,3,3.714169
CPU1,920,4,3.888818
CPU1,920,5,3.400339
CPU1,920,6,3.555038
CPU1,920,7,3.395086
CPU1,920,8,3.354973
CPU1,920,9,3.526153
CPU1,920,10,5.501967
CPU1,920,11,4.898811
CPU1,920,12,3.551693
CPU1,920,13,5.196066
CPU1,920,14,4.663722
CPU1,920,15,3.619227
CPU1,920,16,3.390837
CPU1,920,17,4.915289
CPU1,920,18,3.428313
CPU1,920,19,5.211172
CPU1,920,20,3.406329
CPU1,920,21,4.586388
CPU1,920,22,3.387190
CPU1,920,23,4.735944
CPU1,920,24,5.122174
CPU1,920,25,4.979101
CPU1,920,26,3.571924
CPU1,920,27,4.695786
CPU1,920,28,3.423742
CPU1,920,29,3.556397
CPU1,920,30,3.399367
CPU1,920,31,4.584879
CPU1,920,32,3.420039
CPU1,930,1,4.827733
CPU1,930,2,3.789371
CPU1,930,3,4.881215
CPU1,930,4,5.324004
CPU1,930,5,3.600788
CPU1,930,6,4.928831
CPU1,930,7,4.810035
CPU1,930,8,3.648349
CPU1,930,9,4.876233
CPU1,930,10,5.012480
CPU1,930,11,3.682477
CPU1,930,12,3.656653
CPU1,930,13,3.787039
CPU1,930,14,3.825403
CPU1,930,15,4.823868
CPU1,930,16,3.623922
CPU1,930,17,3.928594
CPU1,930,18,5.427814
CPU1,930,19,4.410593
CPU1,930,20,4.821896
CPU1,930,21,3.623370
CPU1,930,22,4.121141
CPU1,930,23,5.258104
CPU1,930,24,3.746554
CPU1,930,25,3.641591
CPU1,930,26,3.846086
CPU1,930,27,5.007155
CPU1,930,28,3.876867
CPU1,930,29,3.647902
CPU1,930,30,3.780117
CPU1,930,31,5.540389
CPU1,930,32,3.650963
CPU1,940,1,4.960846
CPU1,940,2,4.054934
CPU1,940,3,3.780333
CPU1,940,4,4.060059
CPU1,940,5,5.436252
CPU1,940,6,4.988183
CPU1,940,7,3.789565
CPU1,940,8,4.977539
CPU1,940,9,4.042150
CPU1,940,10,5.140577
CPU1,940,11,5.018499
CPU1,940,12,3.765916
CPU1,940,13,3.755101
CPU1,940,14,3.781251
CPU1,940,15,3.913288
CPU1,940,16,3.780967
CPU1,940,17,5.398293
CPU1,940,18,6.915199
CPU1,940,19,3.990279
CPU1,940,20,3.790008
CPU1,940,21,5.444132
CPU1,940,22,3.771278
CPU1,940,23,4.084588
CPU1,940,24,3.813423
CPU1,940,25,3.929945
CPU1,940,26,4.992554
CPU1,940,27,3.793037
CPU1,940,28,5.009168
CPU1,940,29,4.455541
CPU1,940,30,4.984619
CPU1,940,31,4.999341
CPU1,940,32,3.772226
CPU1,950,1,3.893635
CPU1,950,2,3.881105
CPU1,950,3,3.883882
CPU1,950,4,3.839545
CPU1,950,5,4.367017
CPU1,950,6,4.241959
CPU1,950,7,3.984480
CPU1,950,8,4.324469
CPU1,950,9,3.898951
CPU1,950,10,3.895370
CPU1,950,11,5.533220
CPU1,950,12,5.865604
CPU1,950,13,4.100865
CPU1,950,14,3.898916
CPU1,950,15,4.101222
CPU1,950,16,4.394353
CPU1,950,17,3.927751
CPU1,950,18,4.263020
CPU1,950,19,3.898712
CPU1,950,20,3.881194
CPU1,950,21,3.907787
CPU1,950,22,5.155140
CPU1,950,23,3.913667
CPU1,950,24,3.886256
CPU1,950,25,3.917395
CPU1,950,26,4.346105
CPU1,950,27,5.166999
CPU1,950,28,5.145317
CPU1,950,29,3.896591
CPU1,950,30,5.170174
CPU1,950,31,5.242507
CPU1,950,32,3.902470
CPU1,960,1,5.874249
CPU1,960,2,5.393690
CPU1,960,3,5.515866
CPU1,960,4,5.781196
CPU1,960,5,5.932395
CPU1,960,6,5.969847
CPU1,960,7,5.893542
CPU1,960,8,5.292763
CPU1,960,9,6.015633
CPU1,960,10,5.288891
CPU1,960,11,5.242911
CPU1,960,12,5.245185
CPU1,960,13,5.266056
CPU1,960,14,5.209427
CPU1,960,15,5.187576
CPU1,960,16,6.016048
CPU1,960,17,6.145177
CPU1,960,18,5.052236
CPU1,960,19,7.392977
CPU1,960,20,5.322034
CPU1,960,21,7.302944
CPU1,960,22,5.353407
CPU1,960,23,5.244928
CPU1,960,24,6.492242
CPU1,960,25,5.693335
CPU1,960,26,5.445471
CPU1,960,27,5.210714
CPU1,960,28,5.517822
CPU1,960,29,5.883714
CPU1,960,30,5.573620
CPU1,960,31,5.780485
CPU1,960,32,5.920191
CPU1,970,1,6.158139
CPU1,970,2,4.142719
CPU1,970,3,4.226669
CPU1,970,4,3.980642
CPU1,970,5,5.946981
CPU1,970,6,4.140035
CPU1,970,7,4.160008
CPU1,970,8,4.107779
CPU1,970,9,5.552523
CPU1,970,10,4.133607
CPU1,970,11,4.143155
CPU1,970,12,4.130038
CPU1,970,13,4.120279
CPU1,970,14,4.074854
CPU1,970,15,5.522250
CPU1,970,16,4.147745
CPU1,970,17,4.293033
CPU1,970,18,4.129697
CPU1,970,19,4.500934
CPU1,970,20,4.113599
CPU1,970,21,4.271399
CPU1,970,22,4.143049
CPU1,970,23,4.144880
CPU1,970,24,5.538070
CPU1,970,25,4.131381
CPU1,970,26,4.522139
CPU1,970,27,5.028873
CPU1,970,28,4.733879
CPU1,970,29,4.368768
CPU1,970,30,6.405996
CPU1,970,31,4.110449
CPU1,970,32,4.187596
CPU1,980,1,4.623099
CPU1,980,2,4.315822
CPU1,980,3,4.278373
CPU1,980,4,4.962070
CPU1,980,5,4.517105
CPU1,980,6,5.834533
CPU1,980,7,4.609589
CPU1,980,8,6.449187
CPU1,980,9,5.351595
CPU1,980,10,4.476610
CPU1,980,11,4.281967
CPU1,980,12,4.409081
CPU1,980,13,4.365598
CPU1,980,14,4.330574
CPU1,980,15,4.300139
CPU1,980,16,4.321133
CPU1,980,17,4.417009
CPU1,980,18,4.301283
CPU1,980,19,4.273533
CPU1,980,20,4.490058
CPU1,980,21,5.394153
CPU1,980,22,4.229240
CPU1,980,23,4.676017
CPU1,980,24,6.369586
CPU1,980,25,4.306639
CPU1,980,26,4.295729
CPU1,980,27,4.284818
CPU1,980,28,4.453722
CPU1,980,29,4.282057
CPU1,980,30,4.295076
CPU1,980,31,4.275306
CPU1,980,32,6.065871
CPU1,990,1,4.382805
CPU1,990,2,5.945666
CPU1,990,3,4.440953
CPU1,990,4,5.203518
CPU1,990,5,4.680150
CPU1,990,6,4.242512
CPU1,990,7,4.382343
CPU1,990,8,4.571049
CPU1,990,9,4.409638
CPU1,990,10,5.183459
CPU1,990,11,4.405948
CPU1,990,12,4.386281
CPU1,990,13,4.403943
CPU1,990,14,4.540144
CPU1,990,15,4.272122
CPU1,990,16,4.432979
CPU1,990,17,5.894882
CPU1,990,18,5.724032
CPU1,990,19,4.597798
CPU1,990,20,4.376171
CPU1,990,21,4.378028
CPU1,990,22,5.953319
CPU1,990,23,4.530502
CPU1,990,24,5.760441
CPU1,990,25,4.380762
CPU1,990,26,4.402117
CPU1,990,27,4.771802
CPU1,990,28,4.492415
CPU1,990,29,4.411714
CPU1,990,30,4.536648
CPU1,990,31,4.848082
CPU1,990,32,5.122622
CPU1,1000,1,4.368021
CPU1,1000,2,4.356908
CPU1,1000,3,6.478237
CPU1,1000,4,6.278810
CPU1,1000,5,4.416855
CPU1,1000,6,6.202669
CPU1,1000,7,4.383416
CPU1,1000,8,5.901833
CPU1,1000,9,6.491239
CPU1,1000,10,4.375116
CPU1,1000,11,4.384221
CPU1,1000,12,6.319437
CPU1,1000,13,4.508235
CPU1,1000,14,4.610212
CPU1,1000,15,4.404937
CPU1,1000,16,4.377680
CPU1,1000,17,4.615622
CPU1,1000,18,4.356349
CPU1,1000,19,7.223381
CPU1,1000,20,4.771870
CPU1,1000,21,4.429163
CPU1,1000,22,4.386288
CPU1,1000,23,6.361255
CPU1,1000,24,4.385467
CPU1,1000,25,6.040404
CPU1,1000,26,4.422403
CPU1,1000,27,4.376128
CPU1,1000,28,4.573212
CPU1,1000,29,4.514819
CPU1,1000,30,4.380830
CPU1,1000,31,4.404082
CPU1,1000,32,4.357603
GPU1,10,1,0.000016
GPU1,10,2,0.000017
GPU1,10,3,0.000017
GPU1,10,4,0.000015
GPU1,10,5,0.000017
GPU1,10,6,0.000016
GPU1,10,7,0.000021
GPU1,10,8,0.000017
GPU1,10,9,0.000022
GPU1,10,10,0.000018
GPU1,10,11,0.000019
GPU1,10,12,0.000022
GPU1,10,13,0.000018
GPU1,10,14,0.000020
GPU1,10,15,0.000022
GPU1,10,16,0.000018
GPU1,10,17,0.000021
GPU1,10,18,0.000021
GPU1,10,19,0.000017
GPU1,10,20,0.000022
GPU1,10,21,0.000020
